,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SourceEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
3043,Multifamily MR (5-9),Mid-Rise Multifamily,3,CENTRAL,47.61598,-122.3077,2002,5,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,26600.0,92.40000153,3093920.25,0.0,605914.0,False,Compliant,127.05,1.73
3044,Multifamily LR (1-4),Low-Rise Multifamily,3,CENTRAL,47.61269,-122.3085,1969,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,2415.0,90.40000153,1697676.75,0.0,1181054.0,False,Compliant,30.14,0.8
3045,NonResidential,Small- and Mid-Sized Office,5,NORTHWEST,47.69898,-122.34162,1982,3,0,"Non-Refrigerated Warehouse, Office, Parking",Office,Non-Refrigerated Warehouse,7850.0,98.0,1060040.75,0.0,557279.0,False,Compliant,24.97,0.99
3046,Multifamily MR (5-9),Mid-Rise Multifamily,5,NORTHWEST,47.69837,-122.34166,2008,6,12620,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,99.19999695,994774.875,0.0,922718.0,True,Error - Correct Default Data,6.43,0.22
3047,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.69829,-122.3405,1989,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,5748.0,72.5,435601.8125,0.0,408807.0,False,Compliant,2.85,0.12
3048,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.54093,-122.39431,1964,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,600.0,82.80000305,732622.5,0.0,683307.0,False,Compliant,4.76,0.18
3049,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.53888,-122.39201,1951,4,0,"Hospital (General Medical & Surgical), Multifamily Housing, Parking",Multifamily Housing,Hospital (General Medical & Surgical),16014.0,98.40000153,7060696.5,0.0,5692544.0,False,Compliant,99.26,0.49
3050,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.54005,-122.39503,1963,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,4500.0,92.30000305,739094.125,0.0,675611.0,False,Compliant,4.71,0.2
3051,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.53986,-122.39469,1968,4,4878,"Multifamily Housing, Parking",Multifamily Housing,Parking,9300.0,76.90000153,608683.3125,0.0,568382.0,False,Compliant,3.96,0.15
3052,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.61964,-122.35469,1907,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,0.0,124.6999969,2456183.25,0.0,329117.0,False,Compliant,103.42,4.25
3053,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.69209,-122.31794,2006,4,0,"Multifamily Housing, Office",Multifamily Housing,Office,9000.0,95.5,1310817.375,0.0,746790.0,False,Compliant,31.54,1.07
3054,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.61944,-122.32318,1993,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,109.3000031,3225048.5,0.0,1773800.0,False,Compliant,75.95,0.92
3055,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.62825,-122.35714,1970,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,76.09999847,1758909.75,0.0,571886.0,False,Compliant,58.87,1.56
3056,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.65426,-122.40138,1984,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,82.30000305,996922.3125,0.0,938096.0,False,Compliant,6.54,0.18
3057,NonResidential,Worship Facility,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,2,0,Worship Facility,Worship Facility,Rien,28444.075817081597,81.0,1888861.125,0.0,407379.0,False,Compliant,68.39,2.15
3058,NonResidential,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1953,1,0,K-12 School,K-12 School,Rien,28444.075817081597,114.6999969,1441620.0,0.0,505796.0,False,Compliant,43.97,2.11
3059,Multifamily LR (1-4),Low-Rise Multifamily,6,BALLARD,47.69953,-122.36843,1986,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,78.90000153,755156.625,0.0,711725.0,False,Compliant,4.96,0.18
3060,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,47.59393,-122.32211,1967,2,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,7286.0,193.6000061,2235498.0,0.0,847726.0,False,Compliant,66.43,3.01
3061,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.58836,-122.38032,1998,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,78.19999695,1710195.625,0.0,783341.0,False,Compliant,47.92,1.14
3062,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.59478,-122.38513,1998,6,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,60.79999924,1029617.125,0.0,587802.0,False,Compliant,23.63,0.64
3063,NonResidential,Refrigerated Warehouse,2,GREATER DUWAMISH,47.56268,-122.32364,1970,1,0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,Office,2890.0,629.0999756,9844836.0,0.0,8922015.0,False,Compliant,119.76,5.23
3064,NonResidential,Other,2,GREATER DUWAMISH,47.56166,-122.3237,1907,5,0,Other,Other,Rien,28444.075817081597,52.5,1270850.625,0.0,346376.0,False,Compliant,43.04,1.2
3065,NonResidential,Distribution Center,2,GREATER DUWAMISH,47.5616,-122.32603,1971,1,0,"Distribution Center, Parking",Distribution Center,Parking,0.0,408.2999878,4403066.5,0.0,3403624.0,False,Compliant,67.96,2.4
3066,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.53594,-122.37703,1978,3,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,Retail Store,3592.0,79.69999695,791677.8125,0.0,727776.0,False,Compliant,5.07,0.18
3067,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.72826,-122.34861,1982,3,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,10034.0,94.0,2645428.0,0.0,2525345.0,False,Compliant,17.61,0.18
3068,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70706,-122.33527,1986,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,73.09999847,1248950.375,0.0,1194835.0,False,Compliant,8.33,0.16
3069,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70705,-122.33444,1987,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,78.5,1116760.0,0.0,1071221.0,False,Compliant,7.47,0.16
3070,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70735,-122.33462,1987,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,66.69999695,971149.875,0.0,920069.0,False,Compliant,6.41,0.15
3071,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.70761,-122.33449,1989,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,92.0,1805720.75,0.0,1730542.0,False,Compliant,12.06,0.21
3072,NonResidential,Worship Facility,4,NORTHEAST,47.67816,-122.28998,1955,1,0,Worship Facility,Worship Facility,Rien,28444.075817081597,67.80000305,930746.875,0.0,511118.0,False,Compliant,22.18,0.76
3073,NonResidential,Small- and Mid-Sized Office,3,EAST,47.63441,-122.28061,1982,3,9616,"Office, Parking",Office,Parking,9616.0,118.6999969,769771.8125,0.0,726917.0,False,Compliant,5.07,0.18
3074,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.52,-122.26034,1967,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,97.80000305,1402200.5,0.0,1332913.0,False,Compliant,9.29,0.22
3075,Multifamily HR (10+),High-Rise Multifamily,7,LAKE UNION,47.61921,-122.33807,2007,11,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,19285.0,128.6000061,14561657.0,0.0,6414247.0,False,Compliant,458.44,1.15
3076,NonResidential,Small- and Mid-Sized Office,6,Ballard,47.65564,-122.36191,1988,2,0,"Distribution Center, Office",Office,Distribution Center,8200.0,210.6000061,1964622.625,0.0,1274260.0,False,Compliant,38.71,1.89
3077,NonResidential,Laboratory,7,MAGNOLIA / QUEEN ANNE,47.65223,-122.36147,1985,2,0,"Laboratory, Other",Laboratory,Other,13498.0,485.0,10148279.0,0.0,5264469.0,False,Compliant,255.97,5.95
3078,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.60806,-122.34037,1984,12,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,3806.0,118.5,3580549.5,0.0,2361885.0,False,Compliant,66.7,0.94
3079,NonResidential,Warehouse,2,GREATER DUWAMISH,47.54769,-122.3251,1965,1,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Rien,28444.075817081597,49.5,485971.0,0.0,485971.0,False,Compliant,3.39,0.11
3080,Multifamily MR (5-9),Mid-Rise Multifamily,5,NORTH,47.70279,-122.32434,2008,7,0,"Fast Food Restaurant, Multifamily Housing, Office, Other, Restaurant, Retail Store",Multifamily Housing,Retail Store,6933.0,143.8000031,5804194.0,0.0,5702076.0,False,Compliant,39.75,0.32
3081,Multifamily MR (5-9),Mid-Rise Multifamily,5,NORTH,47.70222,-122.32532,2008,7,0,"Multifamily Housing, Other, Restaurant",Multifamily Housing,Other,3043.0,69.90000153,2658386.0,0.0,2577115.0,False,Compliant,17.97,0.15
3082,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTH,47.70188,-122.32459,2008,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,218.6000061,14360223.0,0.0,3963184.0,False,Non-Compliant,531.96,11.38
3083,Multifamily LR (1-4),Low-Rise Multifamily,5,North,47.71025,-122.3202,1970,2,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,124.9000015,1318441.25,0.0,1232210.0,False,Compliant,8.59,0.28
3084,Multifamily LR (1-4),Senior Care Community,3,EAST,47.50061895,-122.2209659,1995,3,0,Senior Care Community,Senior Care Community,Senior Care Community,132284.0,121.5999985,6987057.0,0.0,4318036.0,True,Error - Correct Default Data,157.88,1.26
3085,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.60219,-122.3313,1908,7,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,235.6999969,14811553.0,0.0,7338694.0,False,Compliant,402.04,2.52
3086,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.55455,-122.2814,2008,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,98.80000305,3301350.25,0.0,565615.0,False,Compliant,132.7,3.03
3087,NonResidential,Mixed Use Property,3,EAST,47.59901628,-122.3315077,1900,3,0,"Multifamily Housing, Other - Entertainment/Public Assembly",Multifamily Housing,Other - Entertainment/Public Assembly,11084.0,177.1000061,1904848.25,0.0,982475.0,False,Compliant,49.44,2.23
3088,NonResidential,Warehouse,2,GREATER DUWAMISH,47.59416,-122.3267,1922,1,0,"Distribution Center, Non-Refrigerated Warehouse, Supermarket/Grocery Store",Non-Refrigerated Warehouse,Supermarket/Grocery Store,5706.0,75.80000305,909543.1875,0.0,894740.0,False,Compliant,7.8,0.21
3089,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.57963,-122.29548,1960,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,75.69999695,537970.5,0.0,511181.0,False,Compliant,3.56,0.17
3090,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.57927,-122.29548,1960,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,80.19999695,567383.8125,0.0,541543.0,False,Compliant,3.78,0.18
3091,Multifamily LR (1-4),Low-Rise Multifamily,2,SOUTHEAST,47.57854,-122.29488,1960,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,86.69999695,588454.625,0.0,562338.0,False,Compliant,3.92,0.19
3092,Multifamily MR (5-9),Mid-Rise Multifamily,4,NORTHEAST,47.6557,-122.31244,1925,8,0,Multifamily Housing,Multifamily Housing,Office,220.0,220.6000061,11096605.0,8704596.0,1568735.0,False,Non-Compliant,686.53,7.01
3093,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.61497,-122.32108,2006,4,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,Parking,21854.0,72.5,1634791.75,0.0,1182111.0,False,Compliant,28.78,0.39
3094,NonResidential,Large Office,2,DOWNTOWN,47.59666,-122.32768,2000,11,0,Office,Office,Rien,28444.075817081597,175.6000061,15033874.0,0.0,14980783.0,False,Compliant,106.86,0.4
3095,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,47.59706,-122.32813,2000,11,0,"Bank Branch, Office",Office,Bank Branch,6787.0,173.5,3979629.5,0.0,3782378.0,False,Compliant,26.37,0.39
3096,NonResidential,Large Office,2,DOWNTOWN,47.59634,-122.32807,2000,11,0,Office,Office,Rien,28444.075817081597,164.0,14709151.0,0.0,14709149.0,False,Compliant,102.54,0.38
3097,NonResidential,K-12 School,4,NORTHEAST,47.66368,-122.27324,1924,3,0,K-12 School,K-12 School,Rien,28444.075817081597,59.79999924,4314753.5,0.0,910698.0,False,Compliant,156.45,1.6
3098,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,1982,5,0,Office,Office,Rien,28444.075817081597,175.6000061,3020001.5,0.0,3020001.0,False,Compliant,21.05,0.39
3099,Multifamily LR (1-4),Low-Rise Multifamily,1,SOUTHWEST,47.5596,-122.38459,1987,3,0,"Multifamily Housing, Office, Parking",Multifamily Housing,Parking,24000.0,78.90000153,2131730.25,0.0,1987218.0,False,Compliant,13.85,0.18
3100,Multifamily MR (5-9),Mid-Rise Multifamily,3,EAST,47.623695,-122.321487,2009,6,149657,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,100.0,8699857.0,0.0,6666981.0,False,Compliant,122.7,0.28
3101,Multifamily LR (1-4),Low-Rise Multifamily,3,EAST,47.61392,-122.31718,2007,3,0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Restaurant",Multifamily Housing,Non-Refrigerated Warehouse,4758.0,154.0,1956002.5,0.0,1561958.0,False,Compliant,30.35,0.92
3102,Multifamily MR (5-9),Mid-Rise Multifamily,4,LAKE UNION,47.65463,-122.34204,2012,6,0,"Fitness Center/Health Club/Gym, Multifamily Housing, Parking, Restaurant",Multifamily Housing,Parking,54650.0,90.30000305,6057097.0,0.0,3403056.0,False,Compliant,159.8,0.81
3103,Multifamily HR (10+),High-Rise Multifamily,7,DOWNTOWN,47.61725,-122.34844,2011,17,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,35533.0,87.69999695,6281992.0,0.0,3666116.0,False,Compliant,144.57,0.82
3104,Multifamily MR (5-9),Mid-Rise Multifamily,1,SOUTHWEST,47.58012,-122.38548,2011,5,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,11550.0,74.5,2212058.5,0.0,1210807.0,False,Compliant,61.62,0.97
3105,NonResidential,Restaurant,7,DOWNTOWN,47.60805,-122.33978,1985,13,0,"Office, Other, Other - Restaurant/Bar, Strip Mall",Other - Restaurant/Bar,Other,15310.0,335.2999878,7762660.5,2513519.25,4351882.0,False,Compliant,273.91,6.52
3106,Multifamily MR (5-9),Mid-Rise Multifamily,7,DOWNTOWN,47.61103,-122.33238,1925,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,102.4000015,2803229.25,0.0,554889.0,False,Compliant,111.62,2.95
3107,Multifamily LR (1-4),Mixed Use Property,4,NORTHEAST,47.66709,-122.30149,2008,4,0,"Multifamily Housing, Parking, Retail Store, Senior Care Community",Senior Care Community,Multifamily Housing,95512.0,86.40000153,7656665.0,0.0,6097687.0,False,Compliant,120.92,0.47
3108,NonResidential,Large Office,7,DOWNTOWN,47.61706,-122.35141,1982,24,0,"Office, Retail Store",Office,Retail Store,16823.0,219.8999939,8382140.5,0.0,8382139.0,False,Compliant,58.44,0.49
3109,Nonresidential COS,Other,5,NORTH,47.71986,-122.29809,1965,1,0,"Library, Other - Services",Library,Other - Services,4717.0,157.6999969,1395016.125,0.0,859009.0,False,Compliant,29.18,1.18
3110,NonResidential,University,3,CENTRAL,47.59677,-122.30172,2013,1,0,College/University,College/University,Rien,28444.075817081597,120.6999969,3778965.75,0.0,2133182.0,False,Compliant,89.8,1.56
3111,NonResidential,University,3,EAST,47.61808,-122.32175,2006,5,0,College/University,College/University,Rien,28444.075817081597,262.0,12581302.0,0.0,4446528.0,False,Compliant,441.94,5.26
3112,Multifamily MR (5-9),Mid-Rise Multifamily,7,LAKE UNION,47.61896,-122.33078,2000,6,0,"Multifamily Housing, Retail Store",Multifamily Housing,Retail Store,5000.0,106.0,3611483.5,0.0,2367503.0,False,Compliant,70.46,0.88
3113,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.64886,-122.35862,2004,4,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,7875.0,88.59999847,1017804.875,0.0,486417.0,False,Compliant,27.56,1.22
3114,NonResidential,Retail Store,7,DOWNTOWN,47.6087,-122.33884,1991,3,0,Retail Store,Retail Store,Rien,28444.075817081597,139.3000031,5390147.5,0.0,4243144.0,False,Compliant,81.18,0.79
3115,NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,47.56137,-122.38524,2008,1,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Rien,28444.075817081597,521.0,8257472.5,0.0,5407602.0,False,Compliant,176.75,4.67
3116,NonResidential,Supermarket / Grocery Store,3,EAST,47.62256,-122.32092,1950,2,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Rien,28444.075817081597,433.7000122,9290214.0,0.0,9133009.0,False,Compliant,72.02,1.08
3117,NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,4,0,Retail Store,Retail Store,Rien,28444.075817081597,290.8999939,3611326.75,0.0,3560614.0,False,Compliant,24.82,0.73
3118,NonResidential,Supermarket / Grocery Store,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,2006,4,0,Supermarket/Grocery Store,Supermarket/Grocery Store,Rien,28444.075817081597,433.7000122,8573323.0,0.0,5369235.0,False,Compliant,193.36,4.21
3119,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.65201,-122.3891,1970,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,93.59999847,1094116.125,0.0,1034941.0,False,Compliant,7.21,0.21
3120,Multifamily MR (5-9),Mid-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.652,-122.38949,1970,5,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,70.19999695,817799.125,0.0,771297.0,False,Compliant,5.38,0.16
3121,NonResidential,Retail Store,3,EAST,47.61378771,-122.3214255,1996,3,0,Retail Store,Retail Store,Rien,28444.075817081597,322.2999878,5227773.5,0.0,4307444.0,False,Compliant,83.45,1.82
3122,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.72664,-122.34823,1984,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,83.30000305,2119729.0,0.0,1254605.0,False,Compliant,48.85,0.86
3123,NonResidential,Other,3,CENTRAL,47.61674,-122.30207,1991,1,0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,Swimming Pool,0.0,130.6000061,3769240.5,0.0,1051644.0,False,Compliant,137.66,3.06
3124,NonResidential,Other,2,GREATER DUWAMISH,47.59544,-122.33159,1999,6,0,"Other - Entertainment/Public Assembly, Parking",Parking,Other - Entertainment/Public Assembly,333698.0,102.0999985,14658050.0,0.0,9401937.0,False,Compliant,295.42,0.89
3125,NonResidential,Warehouse,2,GREATER DUWAMISH,47.55066,-122.31787,1904,4,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Rien,28444.075817081597,63.29999924,1577083.25,0.0,1455485.0,False,Compliant,12.43,0.17
3126,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52374,-122.27201,2009,2,0,K-12 School,K-12 School,Rien,28444.075817081597,82.80000305,5344758.0,0.0,3004396.0,True,Error - Correct Default Data,124.77,0.9
3127,Multifamily LR (1-4),Low-Rise Multifamily,1,DELRIDGE,47.55304,-122.3633,2002,3,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,68.90000153,548126.375,0.0,521030.0,False,Compliant,3.63,0.18
3128,Multifamily HR (10+),High-Rise Multifamily,3,EAST,47.61022,-122.324,2012,17,0,"Multifamily Housing, Parking",Multifamily Housing,Parking,35616.0,108.1999969,9650151.0,0.0,5431236.0,False,Compliant,236.05,1.0
3129,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.5823,-122.32937,2004,3,0,"Office, Other, Parking",Other,Office,12023.0,136.0,1658135.375,0.0,969591.0,False,Compliant,37.83,1.72
3130,NonResidential,Warehouse,4,NORTHEAST,47.68454,-122.26235,1940,0,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,63872.0,84.09999847,16139557.0,0.0,9014872.0,False,Compliant,391.7,1.02
3131,NonResidential,Medical Office,4,NORTHEAST,47.6824,-122.26223,1960,0,0,Medical Office,Medical Office,Rien,28444.075817081597,217.3999939,2279632.5,0.0,1815405.0,False,Compliant,32.72,1.08
3132,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.68254,-122.26299,1960,0,0,Office,Office,Office,31845.0,221.8999939,4292216.0,0.0,1398591.0,False,Compliant,145.11,6.62
3133,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60148,-122.33379,1985,6,0,"Office, Parking",Office,Parking,18364.0,145.8999939,4483478.0,0.0,4307238.0,False,Compliant,30.03,0.41
3134,NonResidential,Mixed Use Property,3,EAST,47.62256,-122.32092,1916,2,59401,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Retail Store, Supermarket/Grocery Store",Parking,Supermarket/Grocery Store,64000.0,58.79999924,2778832.75,0.0,2554939.0,False,Compliant,28.85,0.2
3135,Multifamily LR (1-4),Low-Rise Multifamily,7,MAGNOLIA / QUEEN ANNE,47.65322,-122.39202,1968,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,74.0,602367.6875,0.0,574650.0,False,Compliant,4.01,0.16
3136,Nonresidential COS,Mixed Use Property,2,GREATER DUWAMISH,47.57918,-122.32075,1966,1,0,"Data Center, Distribution Center, Office, Other",Office,Distribution Center,39772.0,194.6999969,9271981.0,0.0,3890327.0,False,Compliant,270.63,3.09
3137,Multifamily LR (1-4),Low-Rise Multifamily,2,GREATER DUWAMISH,47.58814,-122.31816,1968,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,87.80000305,1082554.25,0.0,1001304.0,False,Compliant,6.98,0.19
3138,Multifamily LR (1-4),Low-Rise Multifamily,5,NORTHWEST,47.72883,-122.34862,1990,4,0,Multifamily Housing,Multifamily Housing,Rien,28444.075817081597,69.19999695,987194.625,0.0,953060.0,False,Compliant,6.64,0.15
